"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","duration","label","file","strain"
43291.0927984229,44400,44400,43900,43658.6546037456,43400,42900,42900,42900,42400,42400,42400,42400,42400.6244905723,42400,42400,42400,42543.3486643403,42757.0897977434,42900,42900,42900,42900,42954.1990992891,43065.5333548718,43215.5496029886,43385.7946798799,43557.8154217862,43713.158664948,43833.3712456058,43900,43900,43848.8412115523,43794.9296424799,43793.5532521675,43900,44074.8685019073,43900,43400,43900,44285.1579310603,44270.2495662699,43989.7772481987,43578.2433194167,43170.1501224939,42900,42850.8530009327,42900,42900,42810.2536903813,0.1377,"flat","T0000085","SD"
49800,49800,50200,49800,50200,49800,50200,49800,49300,44400,44400,44398.2029951124,43400,42533.7035616913,41984.2602553524,41700.7751631836,41632.3533673853,41728.0999501577,41937.1199937014,42208.5185802166,42491.4007919037,42734.8717109631,42888.036419595,42900,42900,43400,43862.6658419435,43900,44400,47800,48300,47800,47800,47800,47300,47300,46800,46800,46300,46300,45800,44400,43204.7582452108,43400,46110.7252643677,52461.9340383138,48071.5812110102,48264.6824739474,48457.7837368846,48650.8849998217,0.1085,"flat-mz","T0000085","SD"
44341.9888394528,44400,44400,44400,44400,43900,43900,43900,43900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43400,43400,43400,43400,43400,42900,42900,42400,42400,42806.5675098283,43370.3062073247,43929.5494258226,44322.6304986552,44387.8827591559,43963.6395406581,42888.234176495,43289.8451990874,43275.3058883721,0.128,"flat","T0000085","SD"
42900,43400,43400,43400,42900,42900,42400,42400,41900,41900,41500,41500,41528.8725178943,41500,41500,41500,41500,41500,41500,41500,41900,41900,42400,42400,42400,42294.5895674084,42400,42900,42900,42400,42400,42900,42900,42400,42400,42400,42400,42400,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,42400,42353.9530824667,0.1351,"flat","T0000085","SD"
52730.1359322537,52255.1088326563,51780.0817330589,45400,50700,51200,50700,50700,50700,50200,50200,49800,49800,44400,44400,43900,43900,43900,43400,43400,43400,42900,42900,42900,42400,42400,42400,41900,41900,41900,41900,41938.9401030391,41979.4791600387,41980.278637019,41900,41900,42400,42400,42400,42400,42400,42400,42900,42900,42900,42900,42900,42900,42776.8260215827,42400,0.0926,"flat-mz","T0000085","SD"
44183.9082738396,44126.0376850294,44068.1670962192,44010.296507409,43952.4259185987,44004.2028731088,43583.5438148458,43400,43400,43529.5664771908,43733.0984575827,43954.5890581027,44138.0313956776,43431.5906193067,43373.7200304965,43900,43400,42900,42900,42900,42900,42900,42899.453121917,42900,42900,42900,42900,42900,42900,42900,43400,42900,43400,43789.4716580331,43771.117985125,43567.2053196544,43400,43400,43400,43400,43400,43400,43404.1833533956,43416.6952724876,43441.7024239429,43483.371474428,43545.8690906095,43633.3619391543,43750.0166867289,43900,0.0317,"flat","T0000085","SD"
40871.4745940252,42400,42900,42900,42900,42900,42900,42900,43042.989641515,43256.6436791612,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44900,44400,44900,44900,45400,45400,45800,45800,48602.9907385042,51700,49657.6331809387,50466.6212295905,51700,50511.604590254,0.0711,"flat-z","T0000085","SD"
44900,44900,44900,44900,45400,45400,44900,44900,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,44900,44900,44900,44400,44400,44400,44400,43900,43900,43900,43900,43900,43400,43400,43400,43400,43400,43400,43400,42900,42900,42900,42900,42400,42400,41900,42187.2270005595,42080.1826513122,0.0727,"flat","T0000085","SD"
46800,46300,46300,46300,46300,45800,45800,45800,45800,45800,45400,45400,45400,45400,45400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44400,44400,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43900,43900,43400,43400,43400,42790.2934837071,43359.1566109149,0.0353,"flat","T0000085","SD"
44900,45400,44900,44900,44900,44900,44900,44900,44900,44400,44400,44400,43900,43900,43400,43400,42900,42900,42900,42400,42400,42400,41900,41900,41900,41500,41500,41000,41000,41000,41000,41012.0291662439,41000,41000,41000,40500,40750.8439614657,41000,40500,40500,40500,40500,40000,40500,40500,38296.5522142789,39269.1500182001,39137.6250186583,39006.1000191164,38874.5750195745,0.067,"flat","T0000085","SD"
43400,43400,43900,43900,43900,43900,43900,43900,43855.4724494008,43900,44150.6954095432,44460.0426749311,44614.3686028535,44400,43900,43900,43900,43900,43400,43900,43900,43400,43400,43400,43437.4217794882,43564.8837313308,43769.8794820378,44039.9026581193,44362.4468860855,44725.0057924465,45115.0730037125,45520.1421463935,45927.7068469997,46325.2607320413,46700.2974280283,47040.310561471,47332.7937588793,47565.2406467635,47725.1448516337,47800,47800,47800,47800,47800,47800,47800,47800,47799.9735693769,47799.9207081306,47799.8414162612,0.0778,"flat-mz","T0000085","SD"
49110.5459891283,50700,50700,50200,50200,50200,50050.9752142268,49802.48883281,49503.8444882142,49204.3458129042,48953.2964393445,48800,48800,48800,48300,48300,48300,48300,48300,48300,47800,47800,47800,47300,47300,47300,47300,47300,42900,43400,42900,42900,42900,42900,43400,43400,43400,42900,42900,43057.5658562002,43191.4223947248,43296.4960051492,43367.7130770491,43400,43400,43400,43400,43400,42900,41371.5320612854,0.0824,"flat-z","T0000085","SD"
51200,51700,51700,51700,52200,52200,52200,51700,51700,51200,46545.150451693,41900,41500,41900,41900,42608.5380469419,43400,43400,42900,42400,42400,42400,41900,41900,41900,41900,41500,41500,41393.9626147728,41036.6958677718,40500,40000,40000,40000,39981.4797653485,39979.5599168149,39989.5586624925,40006.7942104748,40026.5847688553,40044.2485457274,40055.1037491844,40054.4685873199,40037.6612682273,40000,40000,40233.7902937016,40500,40500,40000,38756.825139494,0.086,"flat-z","T0000085","SD"
48281.0662820963,48290.5331410481,48296.8443803494,48300,48300,48300,48300,48300,48300,47800,47380.9240163051,47800,48800,47800,46796.6788204789,46382.130902757,46403.7565256588,46708.9559680092,47145.1295086331,47559.6774263551,47800,47800,47800,47800,47401.834145169,47300,47800,47300,46748.3776167005,46464.8893572762,46384.6935097762,46442.9483622495,46574.8122027453,46715.4433193124,46800,46800,46800,46800,46800,46800,46799.9625878255,46800,46800.1122365234,46800.2992973956,46800.5611826168,46800.8978921869,46801.3094261058,46801.7957843737,46802.3569669905,46802.9929739562,0.045,"flat","T0000085","SD"
48800,47503.9661604372,46887.2994937705,46270.6328271038,45653.9661604372,44400,43900,43731.729283497,42900,42400,42400,41900,41900,41500,41500,41500,41000,41000,41000,41000,41000,41000,41000,41207.6750350133,41500,41500,41000,41500,41500,41900,41900,41900,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,41900,41900,41900,41900,41500,41500,41000,0.1351,"flat-z","T0000085","SD"
42930.4072077612,43400,43584.7963961194,43559.7963961194,43400,43188.0189194123,43036.911712612,43067.3486495056,43400,43900,43900,43900,43400,43400,43460.4012759861,43436.0868203999,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,43900,0.0742,"flat","T0000085","SD"
43416.9175715711,43414.5007756324,43412.2698870735,43410.2249058946,43408.3658320956,43406.6926656765,43405.2054066373,43403.9040549779,43402.7886106985,43401.859073799,43401.1154442794,43400.5577221397,43400.1859073799,43400,43400,43400,43400,43400,43400,43436.5031640731,43508.1629138619,43600.8703794081,43700.5166907533,43792.9929779393,43864.1903710076,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44399.9999994324,0.004,"short","T0000085","SD"
42345.3266295057,44227.1959777034,45763.5979888517,46954.5326629506,47800,48300,48300,47800,48300,47800,47800,47788.5662752621,47588.5891526516,47344.3288924101,47200.0457547791,47300,47662.2441783189,47800,47300,46469.2567164407,45500.1246797848,44506.3642849087,43601.7359266884,42900,42486.2478883796,42330.8949300028,42375.6874517048,42562.3717803211,42832.6942426871,43128.401165638,43391.2388760094,43562.9537006367,43585.291966355,43400,43400,44400,43900,43900,43900,43900,43900,44091.164251217,44400,44400,43400,43400,46555.3424508414,44661.5979056271,44738.7506774177,44815.9034492082,0.0512,"flat-z","T0000085","SD"
42661.0384496457,42900,43113.4422587257,43302.3972175668,43467.8968682674,43610.9732025715,43732.6582122233,43833.9838889668,43915.982224546,43979.6852107051,44026.1248391881,44056.333101739,44071.341990102,44072.183496021,44059.8896112402,44035.4923275037,44000.0236365554,43954.5155301395,43900,43900,43900,43400,43900,43400,43400,43400,43400,43400,42900,42900,43400,42900,42900,42900,42900,42900,42900,42400,42400,42400,42400,42400,42400,41900,41900,41900,41500,41500,42758.5481151465,41770.0671511833,0.0547,"flat","T0000085","SD"
50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50720.3489597185,50700,50578.6505834186,50392.0592949099,50584.890831865,50573.4419646021,50561.9930973392,50550.5442300763,50539.0953628134,50527.6464955505,50516.1976282876,50504.7487610247,50506.2456427471,50516.8533607945,50274.699175082,50374.8207965083,50470.3824138398,50556.0325849656,50626.4198677748,50676.1928201566,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50739.6154397912,50750.2231578386,50700,50700,50700,50792.6540300285,0.0209,"flat","T0000085","SD"
45849.7005664857,49016.5668554952,50200,50200,49800,49800,49300,44400,43900,43400,42900,42400,42400,42400,42145.0044927739,41900,41900,41900,41900,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,41900,41612.2718840934,41593.4739081429,41627.938978121,41500,41069.246713754,40496.2961953634,40017.0223548106,39867.2991020776,40283.0003471467,41500,43640.8914807765,46375.1462502421,49258.9552793195,51848.5095389312,53700,54600,55100,55384.7882714132,55600,55920.6351857603,0.1402,"flat-z","T0000085","SD"
45800,46300,46300,46292.1227435589,46300,46300,46300,45800,45800,45800,45800,45800,45800,45800,45800,45400,45400,45400,45244.0649963233,45035.564558152,44900,44900,44900,44900,44900,44900,44900,44900,44900,45400,44900,44900,45400,45400,45400,45400,44900,44900,44900,44900,44900,44649.3690095795,44400,44400,44400,44400,44400,44400,44400,44399.5949736991,0.0783,"flat","T0000085","SD"
45909.472304775,45800,44900,45400,45047.227289938,44400,44400,44400,43900,43900,43400,43400,42900,42900,42400,41976.3477735488,41811.222037378,41815.4852825182,41900,41989.5570604091,42064.6608525512,42119.7441447872,42149.2397054776,42147.5803029834,42109.1987056652,42028.5276818838,41900,41900,42400,42400,42400,42400,42289.5692224795,42161.866205656,42153.2300860046,42400,42900,43223.4959889714,43308.2475340762,43218.5163895543,43018.5643096457,42772.6530485905,42545.0443606286,42400,42400,42600.3975101448,43054.7639590057,43816.6707751543,44939.6893871619,46477.3912235999,0.0926,"flat","T0000085","SD"
46835.8022457962,47800,47300,47800,47300,47300,47300,47300,47300,47300,45690.2746640528,43900,43400,42900,42994.7029113709,43397.0851960703,43400,42900,43400,44094.4800785592,44655.923238927,45078.4222146906,45356.0697394373,45482.9585467544,45453.181370229,45260.8309434484,44900,44400,43900,43400,42900,42900,42805.8068609237,42400,41900,41900,41500,41536.0625536844,41900,42170.7676498569,42307.9021841855,42366.0856264214,42400,42400,42400,42900,42900,43400,42900,39721.5061547474,0.1551,"flat-z","T0000085","SD"
45075.2052427544,44964.4359255415,44853.6666083287,44742.8972911158,44632.127973903,44521.3586566901,44410.5893394773,44299.8200222644,44513.1733955242,43900,43900,43900,43400,43400,43400,43891.0610216822,43900,42900,42900,42900,43400,42400,42900,42900,42900,42900,43400,43400,43739.9339094719,43900,43400,43400,43400,43400,43400,43900,43900,43900,43400,43400,43900,43400,43900,43900,43900,44400,44400,42828.1143087938,44026.1988891392,44062.6991841761,0.0844,"flat","T0000085","SD"
47801.7235178366,49843.7693449376,48300,47800,47800,47800,47800,47300,47300,47300,47290.3408144588,47300,47300,47300,47300,47300,47800,47300,47300,47300,47800,47800,48232.5984952326,48800,48800,48300,48300,48300,47800,43900,43900,43900,43400,43400,43200.5945617902,42900,42824.2039392985,42900,42900,42400,41004.2825518743,40529.7606850424,40082.3128167168,39634.8649483912,39187.4170800655,38739.9692117399,38292.5213434143,37845.0734750886,37397.625606763,36950.1777384374,0.1832,"flat-z","T0000085","SD"
42900,43400,43400,43400,44854.6372253375,46300,46300,46300,46300,46300,46300,46300,45800,44747.3522937245,43597.4817919124,42900,42900,42900,42900,42900,42900,42400,42900,42400,42400,42900,42900,42400,42400,42900,42900,42900,42900,42900,43400,43400,43237.9910357227,43400,44135.8479399644,45100.4512120461,45800,45912.0976302628,45800,45800,45613.887253302,45381.0805478313,45400,45400,43900,42900,0.0977,"flat-mz","T0000085","SD"
43203.9761646082,44334.658721536,44400,43900,43400,43400,43400,43450.1767345816,43485.9750837068,43353.7858909785,42900,42400,42900,42900,42900,42900,42400,42400,42400,42400,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41696.6495311134,41500,41500,41500,41900,43139.0591020973,41963.1833330592,41971.277503182,41979.3716733048,41987.4658434277,41995.5600135505,42003.6541836734,42011.7483537962,42019.842523919,42027.9366940419,0.0517,"flat","T0000085","SD"
44953.2805868049,44900,44900,44900,44900,45400,45400,44900,44900,44400,44400,44400,43900,44400,43400,43400,43400,43400,42400,42362.9026007156,42900,43010.2311857889,42740.5702357537,42400,42400,42900,42400,41900,41900,42400,41900,41900,41900,41900,41900,42400,41900,41900,41900,41900,42400,41900,42400,41900,41900,42400,42854.7312973087,42734.7312973087,41500,42247.7210364194,0.0896,"flat","T0000085","SD"
43900,43900,43890.6151306973,43900,43900,43900,44400,44400,44400,44400,43900,44400,43900,43900,43900,43900,43900,43900,43900,43900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,42900,42900,42900,42400,42400,42400,42400,42400,42400,42404.0639391619,42412.1918174857,42424.3836349714,42440.639391619,42460.9590874286,42485.3427224,42513.7902965333,0.0194,"flat","T0000085","SD"
43438.5055099622,43400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42400,42400,42400,42400,42400,41900,41900,41900,41500,41500,41500,41500,41500,41000,41000,41000,41500,41581.5475628768,41275.9387385496,41000,41000,40948.3532983715,40780.4253862833,40539.9589427936,40270.6966469604,40016.3811778418,39820.7552144958,39727.5614359806,39780.5425213542,40023.4411496746,40500,41000,41000,41500,41000,40500,41185.9524637776,44057.8573913328,42629.321419251,0.0803,"flat","T0000085","SD"
43899.7268847689,43900,43900.0910384104,43900,43900,43900,43900,43900,43900,43900,43400,43400,43400,43400,43400,43400,43400,43400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42400,42400,42400,42156.0060207402,41900,41852.4178650758,41900,41900,41900,41900,41900,41900,41900,42400,41900,41900,41941.5642362692,41900,41900,41900,41900,41802.1160668478,41500,0.043,"flat","T0000085","SD"
49894.1021788153,49800,49800,50200,49800,50200,49800,50200,49800,49800,49800,49800,49800,49800,49800,50200,50200,49800,50200,49800,49800,50200,49800,49800,49800,49800,49800,49779.8231353425,49800,49800,49434.1606968977,49300,49800,49800,49300,49300,49300,49300,49300,49250.870716,49211.5317219444,49172.1927278888,49132.8537338333,49093.5147397777,49054.1757457221,49014.8367516666,48975.497757611,48936.1587635554,48896.8197694998,48857.4807754443,0.0389,"flat-z","T0000085","SD"
43403.6727843151,43402.8566100228,43402.1424575171,43401.5303267979,43401.0202178653,43400.6121307192,43400.3060653596,43400.1020217865,43400,43400,43400,43400,43400,43400,43400,43400,43638.1687636814,43900,43900,43900,44400,43900,44400,44400,44400,44400,44400,43900,43900,43400,43400,43400,42900,42900,42846.6664982973,42400,41900,42400,41900,42400,41706.7399063876,41533.8607843984,41360.9816624091,41188.1025404199,41015.2234184306,40842.3442964414,40669.4651744521,40496.5860524629,40323.7069304736,40150.8278084844,0.1049,"flat","T0000085","SD"
44400,44400,44400,44400,44449.8392669047,44400,44134.6331248529,43900,43900,43900,43900,43900,43900,44400,44228.8233392704,43900,43900,43400,43900,43400,43400,43400,43400,43400,43400,43400,42900,43400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,43400,42900,43400,43400,43400,43400,43516.4942641805,43900,44675.5172074586,0.0404,"flat","T0000085","SD"
45849.144795652,45800,46300,46800,46800,46800,47300,47300,47300,47800,47300,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47300,47800,47800,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,46800,46800,46800,46800,46300,46300,46300,46300,46300,46300,46300.6312467121,46300.9468700681,46300.9468700681,46300.6312467121,46300,0.0573,"flat","T0000085","SD"
